nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,montant_pret
Guillet,Denise,70,157.2,53.2,H,oui,doctorat,Normandie,oui,oui,1433,12015.188696600548
Rémy,René,52,167.4,54.3,H,oui,bac+2,Occitanie,non,oui,2308,17964.654829633615
Thomas,Dorothée,36,165.4,50.2,H,oui,master,Normandie,non,non,3868,6265.843894882895
Bodin,Bernadette,69,164.7,79.3,H,non,master,Occitanie,non,non,1083,500.0
Menard,Pierre,54,172.5,60.8,F,oui,bac+2,Occitanie,non,oui,3554,27831.43646225065
Marie,Alain,49,173.2,57.1,H,oui,master,Bretagne,non,oui,1364,30209.852085931336
Lejeune,Bernadette,40,173.2,59.3,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,2837,25766.423713279863
Delmas,Caroline,49,164.6,56.7,H,oui,doctorat,Occitanie,non,non,4699,17129.420967409467
Albert,Sabine,43,169.1,55.7,H,non,master,Occitanie,non,oui,559,12140.6854010765
Le Roux,Paul,75,174.1,50.9,H,oui,bac,Corse,oui,oui,2915,500.0
Ollivier,Denise,71,159.0,57.3,H,oui,master,Occitanie,non,oui,764,17616.185316991894
Hardy,Grégoire,36,164.8,76.2,H,oui,bac+2,Normandie,oui,oui,1941,15403.41945716705
Pelletier,Lucy,48,169.2,67.4,F,oui,master,Auvergne-Rhône-Alpes,non,oui,2816,18623.175360364297
Pierre,Laure,69,158.3,73.6,F,oui,aucun,Occitanie,non,oui,1829,14402.793487225274
Pasquier,Marianne,75,160.0,62.5,H,oui,doctorat,Normandie,oui,oui,3611,25229.028871988838
Ferreira,François,63,157.5,67.0,H,oui,master,Occitanie,non,oui,2036,23281.4569680392
Perrin,Zoé,49,157.8,71.1,F,oui,doctorat,Bretagne,non,non,2329,10514.796453486346
Buisson,Bernadette,66,164.8,77.8,H,oui,master,Occitanie,non,non,3553,15638.082920735586
Coste,Robert,61,165.4,64.6,H,oui,bac+2,Corse,non,non,4595,3968.1622080197876
Chevalier,Céline,40,157.1,74.6,H,oui,doctorat,Occitanie,non,oui,3367,39977.26024679945
Georges,Agnès,42,163.7,52.2,H,non,doctorat,Normandie,non,non,1847,2822.3174486091784
Masse,Luce,74,157.0,69.0,H,oui,master,Occitanie,non,oui,4016,26481.512114280664
Dupré,Élisabeth,37,172.6,76.6,H,non,master,Occitanie,oui,oui,1935,6630.847292559259
Fouquet,Denis,59,167.0,68.2,F,oui,master,Occitanie,non,oui,3845,24824.149699875776
Blanc,Virginie,53,162.3,77.1,H,oui,bac+2,Corse,non,non,500,500.0
Barthelemy,Zoé,68,175.0,64.8,H,oui,master,Auvergne-Rhône-Alpes,non,oui,2856,31006.609905380563
Briand,Alfred,55,158.6,65.4,H,oui,doctorat,Occitanie,oui,oui,3168,30899.032783910276
Fournier,Denis,61,170.8,71.2,H,oui,doctorat,Occitanie,non,oui,3258,39711.284712443194
Marie,Bertrand,58,160.1,75.9,H,oui,bac+2,Occitanie,non,oui,2414,19344.465319181596
Roche,Stéphanie,46,157.6,79.3,H,oui,bac+2,Occitanie,non,oui,2609,21501.208950118576
Fleury,Roger,55,172.4,76.8,F,oui,master,Bretagne,non,oui,2629,34485.08845407363
Coste,Susan,75,167.9,66.4,H,oui,doctorat,Occitanie,oui,oui,3697,24910.586756577934
Bousquet,William,67,156.0,72.4,H,oui,doctorat,Normandie,non,oui,5147,40000.0
Briand,Renée,71,165.1,64.8,H,oui,master,Normandie,non,oui,2595,23967.293568367775
Neveu,David,74,158.4,58.4,F,non,bac+2,Normandie,non,oui,2021,6514.239065420697
Chevallier,Marc,57,174.5,54.6,H,oui,master,Auvergne-Rhône-Alpes,non,non,1964,4125.190280150141
Dumas,Célina,73,160.4,67.7,H,oui,bac+2,Occitanie,non,oui,1206,14909.667448512544
Jacquot,Élodie,61,170.9,73.6,F,oui,bac+2,Bretagne,non,non,2911,500.0
Daniel,Thierry,44,159.7,58.7,F,oui,master,Hauts-de-France,non,non,1892,500.0
Gimenez,Maryse,70,163.4,66.8,H,oui,bac+2,Île-de-France,non,oui,2787,26924.312956044116
Allain,Alexandre,70,158.7,63.4,H,oui,doctorat,Occitanie,oui,oui,517,12014.712221506634
Ruiz,Frédéric,70,170.6,75.2,H,oui,doctorat,Occitanie,non,non,3660,8944.73428149015
Bonnet,Paulette,71,161.5,75.2,H,non,bac+2,Occitanie,oui,non,1980,500.0
Leduc,Margaux,36,173.2,60.9,H,oui,doctorat,Normandie,non,oui,5122,40000.0
Fournier,Édith,73,160.7,65.0,F,oui,master,Occitanie,non,non,500,500.0
Salmon,Suzanne,60,168.9,72.8,H,oui,doctorat,Normandie,oui,oui,1805,16090.409570031108
Barre,Simone,54,172.1,79.2,H,oui,master,Hauts-de-France,non,oui,3596,40000.0
Torres,Julie,43,162.9,70.3,H,oui,doctorat,Occitanie,non,oui,1315,24236.475696466023
Wagner,Monique,49,164.5,79.8,H,non,bac+2,Auvergne-Rhône-Alpes,non,non,2291,500.0
Bigot,Roland,52,160.0,61.1,H,oui,aucun,Occitanie,non,oui,4106,16815.517729922787
Gomez,Philippe,71,155.4,65.7,F,oui,doctorat,Normandie,oui,non,6552,4353.383650649948
Girard,Denis,44,174.5,77.3,H,non,master,Auvergne-Rhône-Alpes,non,oui,3311,23520.219216078058
Schmitt,Odette,63,158.2,61.1,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,500,18237.7615017544
Garcia,Vincent,54,171.0,65.7,H,oui,master,Normandie,non,oui,1269,25475.86085516805
Faivre,Auguste,56,166.4,75.6,H,oui,master,Occitanie,oui,non,2112,500.0
Noël,Gilbert,70,169.3,63.1,H,oui,doctorat,Occitanie,non,oui,2822,30568.07492326056
Buisson,Margot,49,160.9,51.5,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,500,23551.703562443654
Lacombe,Olivie,44,160.0,70.8,H,non,doctorat,Normandie,oui,oui,2265,9476.806533182265
De Oliveira,Julien,45,170.4,57.3,H,oui,bac+2,Normandie,non,oui,728,14855.227988072444
Bazin,Juliette,51,159.9,50.3,H,oui,doctorat,Bretagne,non,oui,3769,40000.0
Pons,Paulette,55,159.7,54.1,H,non,bac+2,Corse,non,oui,1151,500.0
Royer,Frédérique,68,165.6,67.7,H,oui,bac,Hauts-de-France,oui,oui,2953,8160.018470316221
Bonnet,Philippine,39,161.0,51.1,H,oui,bac+2,Bretagne,non,oui,1462,34660.84404167659
Da Costa,Jérôme,59,170.9,63.0,H,oui,bac+2,Occitanie,non,oui,3862,26924.42269082424
Mary,Nicolas,54,164.1,65.4,H,oui,master,Occitanie,non,oui,1295,22012.440893982333
Pierre,Océane,72,157.4,66.7,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,3633,40000.0
Pineau,Brigitte,68,161.5,63.3,H,oui,bac+2,Occitanie,non,oui,2393,20777.918541316023
Jean,Catherine,48,167.4,66.3,H,oui,doctorat,Hauts-de-France,non,oui,5152,40000.0
Chauvin,Laurent,66,169.8,71.2,H,non,doctorat,Bretagne,non,oui,4868,35879.28646610481
Hoarau,Margaud,70,172.5,63.0,H,oui,doctorat,Hauts-de-France,non,oui,2952,40000.0
Joly,Benjamin,47,163.3,72.9,H,oui,master,Auvergne-Rhône-Alpes,non,oui,1634,29759.87486296147
Charles,Honoré,50,172.8,50.9,H,non,master,Corse,oui,oui,2666,500.0
Roger,Bertrand,63,170.0,72.8,H,oui,bac+2,Normandie,non,oui,790,12716.54150265363
Le Gall,Nath,60,161.6,52.7,F,oui,master,Bretagne,non,non,4793,9103.001236459828
Dijoux,Maurice,61,166.3,64.4,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,2790,34523.748331244366
Costa,Odette,57,169.8,73.0,H,oui,master,Hauts-de-France,oui,oui,1478,4568.244961993585
Michel,Emmanuelle,74,173.1,62.3,H,oui,master,Occitanie,non,oui,1509,21696.291647702477
Carre,Margaud,57,163.7,62.1,H,oui,master,Occitanie,non,oui,1908,23823.697215372864
Léger,Charlotte,46,166.5,67.5,H,oui,doctorat,Occitanie,non,oui,2578,34233.560166215306
Grégoire,Alphonse,75,157.1,75.7,H,oui,master,Occitanie,non,non,4495,10624.451536766026
David,Antoine,67,161.2,79.1,H,oui,bac+2,Occitanie,non,non,2307,500.0
Peltier,Roger,73,155.9,71.2,H,oui,master,Occitanie,non,oui,2207,25828.88658202266
Rousset,Sébastien,40,172.0,63.0,F,oui,master,Normandie,non,non,2680,500.0
François,Camille,41,167.6,75.4,H,non,doctorat,Auvergne-Rhône-Alpes,non,non,3354,4275.510824601084
Gomes,Océane,57,160.9,60.6,F,oui,doctorat,Occitanie,non,oui,2678,33145.87744523832
Olivier,Claude,69,163.2,79.7,F,non,bac+2,Hauts-de-France,oui,oui,2294,1273.0421437682367
Marques,Pierre,69,164.4,66.6,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,500,18108.066501353034
Breton,Valentine,67,156.5,76.9,F,oui,doctorat,Occitanie,non,oui,2898,31744.70793425365
Olivier,Chantal,75,171.1,54.2,H,non,doctorat,Occitanie,non,non,3200,500.0
Vincent,Lucas,64,163.2,57.6,H,oui,bac+2,Normandie,non,oui,4040,26554.48613919084
Pelletier,Benoît,49,172.2,71.0,H,oui,bac,Normandie,non,oui,5132,33052.10845878957
Parent,Christelle,37,156.8,64.2,H,oui,doctorat,Bretagne,non,oui,3646,39966.81708410361
Riou,Claudine,61,158.9,56.3,H,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,3286,26957.691618040193
Andre,Aurore,70,163.1,56.2,H,oui,master,Normandie,oui,non,2808,5120.444630154655
Guyon,Marcelle,51,168.0,76.1,H,oui,bac,Occitanie,non,non,3182,5823.385950979027
Cordier,Laurence,68,165.7,72.6,H,oui,bac+2,Occitanie,non,oui,2959,28173.874562410783
Benard,Théodore,49,157.8,60.4,H,non,doctorat,Bretagne,non,oui,2799,36890.55305740024
Thomas,Denis,61,173.6,76.2,H,oui,bac+2,Normandie,non,oui,500,3370.322910209611
Daniel,Nathalie,51,157.7,55.2,H,oui,master,Normandie,non,oui,862,17010.24279685647
Perrier,Joséphine,63,167.3,77.1,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,1386,19694.210634134244
Coste,Noël,60,174.2,69.6,F,oui,master,Occitanie,oui,oui,2611,13264.099505665268
Masse,Théophile,42,159.2,65.7,H,oui,doctorat,Occitanie,non,oui,3991,37514.27989513019
Laporte,Patricia,51,166.1,72.3,H,oui,aucun,Occitanie,oui,oui,1792,500.0
Huet,Gérard,60,162.3,78.8,H,oui,bac+2,Occitanie,oui,oui,995,9910.1230935428
Gaillard,Jérôme,52,163.9,72.7,H,oui,master,Occitanie,oui,oui,1495,17698.270641403036
Duval,Margot,65,166.4,76.8,F,oui,doctorat,Occitanie,non,non,3574,16305.493957949904
Mendès,Arthur,55,164.5,78.4,H,oui,doctorat,Occitanie,non,oui,2780,31178.45367612518
Lucas,Margot,70,162.6,78.0,H,oui,bac+2,Bretagne,non,oui,3897,28737.184211100488
Maury,Jeanne,44,163.6,66.2,F,oui,bac+2,Normandie,non,oui,4962,13948.077570177655
Faure,Maggie,69,164.4,51.4,H,oui,bac+2,Normandie,non,oui,500,13032.165817045568
Pelletier,Inès,38,172.6,63.3,H,oui,doctorat,Occitanie,non,oui,1230,33425.558905310856
Joly,Richard,36,155.1,57.4,H,oui,master,Normandie,non,non,2812,689.1606890364033
Carre,Louise,53,169.1,53.0,F,oui,master,Occitanie,non,oui,2422,34405.22409271824
Brun,Maggie,57,159.1,55.4,H,non,bac+2,Occitanie,non,oui,2611,15661.025821052386
Michel,Marianne,37,155.3,73.2,H,oui,master,Corse,non,oui,2844,22110.961421442775
Lemaître,Chantal,60,158.8,58.6,F,non,doctorat,Auvergne-Rhône-Alpes,non,oui,3632,21712.48459709203
Grondin,Adrienne,49,164.5,78.6,H,oui,doctorat,Normandie,non,oui,3496,37920.1017258764
Brunet,Julie,58,163.8,58.9,F,oui,bac+2,Normandie,non,oui,1413,3255.401025736523
Renaud,Margaux,52,164.1,52.1,H,oui,master,Occitanie,non,oui,1735,29408.489775065726
Étienne,Aurélie,48,169.5,52.1,H,oui,master,Normandie,oui,oui,3389,24678.140881177063
Schneider,Audrey,58,174.1,55.8,H,oui,aucun,Bretagne,non,oui,2689,25052.457121682553
Hebert,Tristan,50,174.4,64.3,F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,2733,28332.15640616156
Delattre,Hugues,53,169.5,61.1,H,oui,doctorat,Auvergne-Rhône-Alpes,non,non,2216,11166.810591487096
Charpentier,Juliette,72,158.3,79.5,H,oui,doctorat,Corse,non,oui,926,21523.082796932522
Goncalves,Patrick,75,156.9,67.7,H,oui,bac,Occitanie,non,oui,3298,24403.408191651553
Mace,Martin,70,168.2,53.5,F,oui,doctorat,Normandie,non,oui,5151,33777.50362432574
Pinto,Élodie,52,166.1,58.6,F,oui,bac+2,Normandie,oui,oui,1437,500.0
Blanchet,Maryse,55,155.2,57.3,H,oui,aucun,Occitanie,non,oui,1750,12734.801484422407
Lefèvre,Franck,47,168.6,56.9,H,oui,doctorat,Normandie,oui,oui,3708,26569.501608450406
Delahaye,Alain,63,168.9,61.8,H,oui,bac,Normandie,oui,oui,2528,4778.647035192799
Poulain,William,46,162.4,63.7,H,non,doctorat,Occitanie,oui,oui,3050,22519.72681857733
Ramos,Laurent,61,162.3,75.6,F,oui,bac+2,Occitanie,non,oui,1174,13471.402309227835
Schneider,Agnès,73,170.1,68.3,H,oui,master,Normandie,non,oui,1049,15100.024736161002
Rousseau,Jérôme,44,170.5,64.6,H,oui,doctorat,Occitanie,oui,oui,1820,11622.738554518892
Leclerc,Eugène,41,159.5,55.9,H,oui,doctorat,Bretagne,oui,oui,3073,24147.183674334177
Rolland,Cécile,60,159.6,65.8,H,oui,master,Bretagne,oui,oui,1807,31693.06147383393
Roger,Gilbert,43,164.0,67.4,H,non,bac+2,Occitanie,non,oui,2113,18565.883869663867
Wagner,Patrick,43,163.5,68.2,F,oui,bac+2,Normandie,non,non,2461,500.0
Lacroix,Élise,36,166.2,69.5,H,oui,master,Bretagne,non,oui,3000,33591.695364070976
Delattre,Josette,55,158.7,72.5,H,oui,doctorat,Occitanie,oui,oui,1318,18035.03530026282
Giraud,Diane,36,161.8,71.3,H,oui,doctorat,Occitanie,non,oui,2364,39291.97991679548
Daniel,Françoise,37,169.1,56.8,H,oui,doctorat,Bretagne,non,oui,1833,32379.02129048284
Maury,Stéphanie,75,170.9,68.9,H,oui,master,Bretagne,non,oui,500,27384.602053421466
Bouvier,Gabrielle,44,164.6,67.9,H,oui,master,Hauts-de-France,non,oui,3777,28365.86024854203
Lemoine,Marie,44,164.4,70.9,H,oui,doctorat,Normandie,non,oui,853,35612.78315917531
Deschamps,Pénélope,44,159.3,50.2,H,oui,bac+2,Occitanie,non,oui,2133,26243.442537891522
Ribeiro,Vincent,41,161.0,72.5,H,oui,doctorat,Occitanie,non,oui,1779,37343.78407341813
Guillot,Amélie,70,174.2,65.1,F,oui,master,Normandie,non,non,3212,500.0
Vaillant,Joseph,62,173.3,71.2,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,1981,39714.68056283711
Marchand,Frédérique,65,159.4,50.3,H,oui,bac+2,Corse,non,oui,2778,14549.112873026546
Lelièvre,Christophe,72,169.3,60.3,H,oui,bac+2,Normandie,non,oui,1738,20002.174119664247
Guilbert,Théodore,38,171.4,53.9,H,oui,doctorat,Occitanie,non,non,3854,22591.238353097287
Diaz,Frédérique,48,158.5,60.2,H,non,master,Occitanie,non,oui,500,8286.124716217906
Joubert,Michel,53,170.3,52.9,H,oui,bac+2,Bretagne,non,oui,1233,23448.238656527
Rolland,Eugène,50,162.0,75.1,H,oui,bac+2,Occitanie,non,oui,1441,21954.026292593633
Guyot,Stéphanie,46,170.5,67.9,H,oui,doctorat,Bretagne,non,non,768,8172.021904004048
Seguin,Philippine,36,167.9,72.7,H,oui,doctorat,Hauts-de-France,non,oui,3266,30810.077534532673
Blanchet,Colette,71,172.8,71.0,H,oui,bac+2,Auvergne-Rhône-Alpes,non,oui,4537,40000.0
Lebrun,Maurice,43,159.0,62.9,H,oui,master,Corse,non,oui,1679,10241.340573298701
Moreau,Martine,52,174.1,53.9,H,oui,aucun,Normandie,non,non,2489,500.0
Gros,Hugues,45,168.9,65.2,F,oui,master,Occitanie,non,oui,2597,30463.32802795819
Jacques,Richard,70,159.6,53.6,F,oui,master,Provence-Alpes-Côte d’Azur,non,oui,3914,40000.0
Gillet,Audrey,57,162.3,57.7,H,non,doctorat,Normandie,non,non,3132,500.0
Petitjean,Corinne,66,166.5,76.7,F,oui,aucun,Occitanie,oui,oui,2509,500.0
Moreau,Claude,73,168.0,64.3,H,oui,bac+2,Occitanie,oui,oui,2387,21007.715295808204
Clerc,Émilie,64,172.4,58.7,H,oui,doctorat,Normandie,non,oui,3895,28694.804226848457
Marques,Marc,59,157.6,75.7,H,oui,bac+2,Bretagne,non,non,3613,500.0
Legrand,Céline,37,173.8,51.6,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,2750,25058.46106644254
Bigot,Gabrielle,51,165.0,61.2,H,oui,master,Occitanie,non,oui,3976,35863.96894311133
Leroux,Valentine,54,160.6,66.7,H,oui,doctorat,Hauts-de-France,non,oui,3132,40000.0
Roussel,Christelle,39,169.2,54.0,H,oui,master,Occitanie,oui,oui,2992,20041.67042534821
Nguyen,Marie,41,174.0,60.2,H,oui,bac+2,Occitanie,non,oui,3957,26786.804259677305
Lesage,Mathilde,54,157.2,65.2,F,oui,doctorat,Normandie,oui,oui,500,11056.949688482136
Caron,Valérie,40,156.3,68.7,H,oui,doctorat,Normandie,non,oui,3017,36915.98241647201
Bertrand,Suzanne,48,166.7,58.4,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,2180,38426.199110851354
David,Cécile,41,164.0,66.3,H,oui,doctorat,Auvergne-Rhône-Alpes,non,oui,3168,38282.068960243276
Maillet,Adèle,71,157.0,78.0,H,oui,bac,Auvergne-Rhône-Alpes,oui,oui,1660,500.0
Tessier,Paul,72,162.7,68.0,H,oui,doctorat,Normandie,oui,oui,2248,16903.92005446834
Pascal,Denise,47,165.3,70.8,H,oui,master,Auvergne-Rhône-Alpes,oui,oui,2384,28137.35542633731
Rossi,Stéphanie,45,171.4,52.4,H,oui,doctorat,Occitanie,non,oui,2262,33983.344689883
Munoz,Georges,44,172.1,52.8,H,non,master,Hauts-de-France,oui,oui,1976,3791.3894044647163
Ollivier,Louis,52,167.2,54.6,F,oui,aucun,Auvergne-Rhône-Alpes,non,oui,3757,22118.842741869874
Perret,Jacques,52,156.3,56.5,H,oui,doctorat,Bretagne,non,oui,2038,30001.416838155255
Nguyen,Capucine,64,165.3,67.7,H,oui,master,Corse,non,non,1585,500.0
Peltier,Eugène,41,170.8,69.7,H,oui,master,Bretagne,non,oui,794,26364.79202587019
Boucher,Roger,55,164.5,62.4,H,oui,bac+2,Normandie,non,oui,4602,28701.112483526857
Nguyen,Franck,62,171.8,56.9,H,oui,bac+2,Occitanie,oui,oui,2762,15551.814114507994
Benoit,Alix,47,172.2,52.3,H,non,master,Normandie,non,oui,2299,18257.530342891172
Marchal,Édouard,58,157.1,64.9,F,oui,doctorat,Corse,non,oui,703,5815.284761070626
Mahe,Zacharie,75,169.3,67.8,F,non,master,Occitanie,non,oui,3371,20891.389409395284
Morvan,Noémi,75,161.5,50.8,H,oui,bac,Bretagne,oui,oui,1551,2062.241042435663
Morin,Laurent,36,171.7,62.6,H,non,bac+2,Normandie,non,oui,3331,19152.07562548361
Monnier,Andrée,55,166.5,76.2,F,oui,bac+2,Hauts-de-France,non,oui,2092,20238.67912075055
Rodrigues,Chantal,62,159.2,73.3,F,oui,master,Auvergne-Rhône-Alpes,non,oui,3653,29706.88401361973
Gosselin,Hélène,63,163.7,55.8,F,oui,doctorat,Occitanie,oui,oui,4318,20414.584350145065
Michaud,Margot,37,161.2,59.6,F,oui,bac+2,Occitanie,non,non,3875,500.0
Bertrand,Simone,42,161.8,70.4,H,oui,doctorat,Bretagne,non,oui,3111,35784.14445960735
Marchal,Émile,51,159.5,52.4,H,oui,bac+2,Occitanie,non,oui,1760,24012.54501315735
Colas,Agathe,68,172.5,75.8,F,oui,bac+2,Occitanie,oui,oui,4440,16020.056262385733
Allard,Dorothée,62,166.1,75.6,H,non,master,Occitanie,non,oui,1575,26348.816258322866
Roche,Vincent,42,161.3,65.7,F,oui,bac+2,Occitanie,non,oui,500,16814.947978386692
Rocher,Jacqueline,53,172.8,55.0,H,oui,bac+2,Hauts-de-France,oui,oui,2235,8174.597477592987
Guillet,Gilles,75,158.0,67.3,H,oui,aucun,Corse,non,oui,1193,3350.0453398654545
Boulay,Anastasie,68,162.8,78.4,H,non,bac+2,Corse,oui,oui,3173,500.0
Huet,Hugues,64,159.9,70.1,H,oui,master,Occitanie,non,oui,2072,27457.784425825845
Bigot,Jeannine,38,173.8,72.1,F,oui,doctorat,Corse,non,oui,4477,26100.829018248438
Gauthier,Marianne,67,164.2,67.1,H,oui,master,Occitanie,non,oui,3455,36652.27979924854
Renard,André,42,172.6,60.7,F,oui,doctorat,Normandie,oui,non,4496,7648.94138354789
Pons,Zacharie,75,161.0,56.4,F,non,doctorat,Auvergne-Rhône-Alpes,non,oui,2961,29837.241035955718
Valette,Alexandrie,65,168.2,68.4,F,oui,master,Bretagne,oui,oui,3458,25941.683006426785
Bazin,Denis,64,172.0,64.4,H,oui,bac+2,Bretagne,oui,oui,2089,20471.167186178645
Lagarde,Aimé,69,173.5,71.0,H,non,master,Normandie,oui,oui,3582,17084.27961167355
Aubert,Henriette,39,160.1,66.9,H,oui,doctorat,Occitanie,oui,oui,1151,12907.569203948658
Hubert,Adèle,43,166.8,59.4,H,oui,doctorat,Occitanie,oui,oui,2623,32996.8575970825
Gomes,Michèle,73,156.0,78.5,H,oui,master,Normandie,non,oui,3545,40000.0
Monnier,Noémi,50,168.5,60.7,H,non,master,Bretagne,oui,non,2892,500.0
Bigot,Clémence,54,165.3,70.3,H,oui,doctorat,Occitanie,non,oui,3112,34594.51042391909
Leconte,Aurélie,68,163.0,78.6,H,oui,bac+2,Occitanie,non,oui,2742,28030.058264576874
Merle,Antoine,49,169.1,51.3,F,non,bac+2,Hauts-de-France,non,oui,2458,10086.064175917527
Garcia,Rémy,60,164.2,67.0,H,oui,master,Occitanie,non,oui,3586,32334.269656234905
Moreau,Luce,37,158.0,64.1,H,oui,doctorat,Corse,oui,oui,4410,16389.87172206198
Blot,Alexandria,72,171.0,78.4,F,non,master,Bretagne,non,non,1794,500.0
Guyot,Laure,56,167.2,57.6,H,oui,master,Corse,non,oui,4593,31129.18269087773
Charpentier,Astrid,66,173.5,71.4,F,oui,master,Occitanie,non,non,3296,5813.105740193985
Michaud,Jérôme,52,162.4,71.4,F,oui,doctorat,Occitanie,non,oui,2365,30206.463861771037
Caron,Victor,50,163.1,55.0,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,1956,33968.424258190455
Gauthier,Anastasie,42,155.5,54.0,H,oui,doctorat,Bretagne,non,oui,3829,40000.0
Weber,Lucy,45,174.8,60.4,H,non,master,Occitanie,non,oui,3179,24545.24248782959
Guyot,Noémi,60,167.0,78.1,H,oui,doctorat,Occitanie,non,non,3127,9183.384928176394
Gallet,Hortense,57,170.1,52.7,H,oui,bac,Occitanie,non,non,1539,500.0
Albert,Victoire,53,172.2,74.4,F,oui,doctorat,Occitanie,oui,oui,2333,9602.154837625092
Brun,Léon,63,165.2,66.0,F,oui,master,Occitanie,non,oui,2047,21276.790879107302
Guichard,Adrienne,43,160.4,77.3,H,oui,doctorat,Corse,non,oui,1958,26274.182599373344
Lambert,Richard,50,161.0,65.9,H,oui,master,Bretagne,oui,oui,2343,23570.915110696147
Guyot,Philippe,38,163.2,58.2,H,non,master,Bretagne,non,oui,2748,33595.32086490593
Fischer,Grégoire,54,174.9,59.9,H,oui,doctorat,Normandie,non,oui,2212,30033.125429921485
Techer,Sabine,45,162.6,68.5,H,oui,bac+2,Normandie,non,oui,1598,21328.565815266582
Martinez,Élise,43,173.1,66.8,H,non,doctorat,Occitanie,non,non,4324,12759.70088152886
Perrin,Victoire,66,164.0,69.4,H,oui,bac,Normandie,non,non,2380,3734.28504143704
Texier,Claudine,47,164.4,59.4,F,oui,bac,Occitanie,non,non,2173,500.0
Lévy,Gabrielle,47,169.0,74.8,H,oui,bac+2,Occitanie,non,oui,3242,21747.064105679885
Diallo,Gabriel,61,170.3,60.9,F,non,bac+2,Hauts-de-France,non,oui,2049,9935.64376677641
Clerc,Geneviève,62,169.7,53.1,H,oui,master,Bretagne,non,oui,2696,40000.0
Lucas,Luce,40,160.8,69.7,F,oui,doctorat,Occitanie,non,oui,4254,34403.25644886689
Hoarau,Laure,66,167.8,56.3,H,oui,master,Occitanie,non,oui,2422,32893.40769303208
Aubry,Thibaut,66,166.4,76.3,H,oui,doctorat,Occitanie,oui,oui,1953,27955.6402761446
Laine,Claire,69,173.6,65.9,F,oui,bac+2,Normandie,oui,oui,2049,10781.327719850766
Potier,Virginie,51,169.9,56.1,H,oui,aucun,Occitanie,non,non,4382,500.0
Leconte,Aurélie,66,162.4,69.0,H,oui,bac,Normandie,non,oui,2087,12355.631208934268
Courtois,Anastasie,52,164.0,75.5,H,oui,doctorat,Hauts-de-France,non,oui,3870,35073.60225993207
Blanchet,Hortense,66,170.5,58.6,H,non,master,Normandie,non,oui,3920,27973.00226938815
Maréchal,Alex,40,166.3,54.9,H,non,bac+2,Occitanie,non,oui,1102,15449.112620458647
Masson,Olivier,66,161.2,77.0,H,oui,doctorat,Hauts-de-France,non,oui,3315,34929.7252399952
Lamy,Luc,47,155.4,70.1,H,oui,master,Normandie,oui,oui,1647,12188.460167297117
Durand,Isabelle,59,164.4,60.4,H,oui,master,Bretagne,non,oui,2575,35576.89828074884
Besson,Louis,54,162.4,62.5,H,non,master,Normandie,non,non,2168,500.0
Delattre,Alix,71,171.6,59.3,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,non,4007,20426.050282072407
Leconte,Clémence,73,160.0,59.7,F,oui,aucun,Occitanie,oui,oui,3925,519.0644273083772
Foucher,Eugène,72,171.7,72.9,H,oui,doctorat,Normandie,non,oui,2980,33512.96982641405
Leconte,Claire,67,156.2,56.3,F,oui,master,Occitanie,non,oui,500,20739.103882062336
Bruneau,Joséphine,37,164.7,52.6,F,non,bac,Occitanie,non,oui,3084,1920.9109562776305
Da Costa,Élodie,57,173.9,70.8,H,non,bac+2,Occitanie,oui,oui,3420,500.0
De Sousa,Anne,47,173.8,66.6,H,oui,master,Normandie,non,non,2875,11540.414250720103
Lebreton,Christelle,72,167.8,50.9,H,oui,doctorat,Bretagne,non,oui,2578,40000.0
Ledoux,Valérie,72,169.5,77.2,H,oui,doctorat,Normandie,non,oui,2956,37357.650012600534
Menard,Noémi,75,168.4,79.7,F,oui,bac+2,Bretagne,non,oui,4111,23559.91513186472
Boulay,Inès,65,156.8,70.0,H,non,master,Occitanie,non,oui,3560,29427.640317332687
Marin,Laetitia,43,167.2,54.6,F,oui,doctorat,Occitanie,non,oui,860,23816.24343784182
Laporte,Gérard,39,159.1,68.6,H,oui,master,Bretagne,non,oui,2040,22738.362110758015
Besnard,Corinne,46,171.7,59.8,H,oui,doctorat,Occitanie,non,oui,1772,38209.41707136929
Leclerc,Geneviève,73,164.8,78.2,H,oui,aucun,Occitanie,non,oui,1844,12169.416618093645
Bouvier,Marcelle,62,167.1,72.7,H,non,doctorat,Hauts-de-France,non,oui,880,14039.580169603658
Dupré,Simone,36,173.0,77.5,H,non,master,Hauts-de-France,non,oui,1651,12214.051270073913
